CuisineType,RestaurantID,Description
Mediterranean,453,Specializes in authentic Mediterranean cuisine with a modern twist.
Arabic,454,Specializes in authentic Arabic cuisine with a modern twist.
Indian,454,Specializes in authentic Indian cuisine with a modern twist.
Indian,455,Specializes in authentic Indian cuisine with a modern twist.
Arabic,455,Specializes in authentic Arabic cuisine with a modern twist.
Italian,456,Specializes in authentic Italian cuisine with a modern twist.
Indian,456,Specializes in authentic Indian cuisine with a modern twist.
Mediterranean,457,Specializes in authentic Mediterranean cuisine with a modern twist.
Italian,457,Specializes in authentic Italian cuisine with a modern twist.
Mediterranean,458,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,459,Specializes in authentic Egyptian cuisine with a modern twist.
Arabic,460,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,461,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,461,Specializes in authentic Egyptian cuisine with a modern twist.
Italian,462,Specializes in authentic Italian cuisine with a modern twist.
Arabic,462,Specializes in authentic Arabic cuisine with a modern twist.
Italian,463,Specializes in authentic Italian cuisine with a modern twist.
Indian,463,Specializes in authentic Indian cuisine with a modern twist.
Arabic,463,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,464,Specializes in authentic Mediterranean cuisine with a modern twist.
Italian,465,Specializes in authentic Italian cuisine with a modern twist.
Italian,466,Specializes in authentic Italian cuisine with a modern twist.
Arabic,467,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,467,Specializes in authentic Mediterranean cuisine with a modern twist.
Mediterranean,467,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,468,Specializes in authentic Egyptian cuisine with a modern twist.
Arabic,469,Specializes in authentic Arabic cuisine with a modern twist.
Egyptian,469,Specializes in authentic Egyptian cuisine with a modern twist.
Indian,470,Specializes in authentic Indian cuisine with a modern twist.
Indian,470,Specializes in authentic Indian cuisine with a modern twist.
Egyptian,471,Specializes in authentic Egyptian cuisine with a modern twist.
Italian,472,Specializes in authentic Italian cuisine with a modern twist.
Arabic,472,Specializes in authentic Arabic cuisine with a modern twist.
Italian,472,Specializes in authentic Italian cuisine with a modern twist.
Mediterranean,473,Specializes in authentic Mediterranean cuisine with a modern twist.
Mediterranean,474,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,475,Specializes in authentic Egyptian cuisine with a modern twist.
Italian,476,Specializes in authentic Italian cuisine with a modern twist.
Egyptian,476,Specializes in authentic Egyptian cuisine with a modern twist.
Indian,477,Specializes in authentic Indian cuisine with a modern twist.
Indian,477,Specializes in authentic Indian cuisine with a modern twist.
Italian,478,Specializes in authentic Italian cuisine with a modern twist.
Arabic,478,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,478,Specializes in authentic Mediterranean cuisine with a modern twist.
Italian,479,Specializes in authentic Italian cuisine with a modern twist.
Mediterranean,479,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,479,Specializes in authentic Egyptian cuisine with a modern twist.
Mediterranean,480,Specializes in authentic Mediterranean cuisine with a modern twist.
Arabic,481,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,481,Specializes in authentic Mediterranean cuisine with a modern twist.
Mediterranean,482,Specializes in authentic Mediterranean cuisine with a modern twist.
Mediterranean,482,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,483,Specializes in authentic Egyptian cuisine with a modern twist.
Arabic,483,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,483,Specializes in authentic Mediterranean cuisine with a modern twist.
Italian,484,Specializes in authentic Italian cuisine with a modern twist.
Egyptian,484,Specializes in authentic Egyptian cuisine with a modern twist.
Indian,484,Specializes in authentic Indian cuisine with a modern twist.
Arabic,485,Specializes in authentic Arabic cuisine with a modern twist.
Arabic,486,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,486,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,487,Specializes in authentic Egyptian cuisine with a modern twist.
Egyptian,487,Specializes in authentic Egyptian cuisine with a modern twist.
Mediterranean,487,Specializes in authentic Mediterranean cuisine with a modern twist.
Indian,488,Specializes in authentic Indian cuisine with a modern twist.
Italian,488,Specializes in authentic Italian cuisine with a modern twist.
Indian,489,Specializes in authentic Indian cuisine with a modern twist.
Arabic,489,Specializes in authentic Arabic cuisine with a modern twist.
Indian,489,Specializes in authentic Indian cuisine with a modern twist.
Mediterranean,490,Specializes in authentic Mediterranean cuisine with a modern twist.
Egyptian,490,Specializes in authentic Egyptian cuisine with a modern twist.
Egyptian,491,Specializes in authentic Egyptian cuisine with a modern twist.
Indian,492,Specializes in authentic Indian cuisine with a modern twist.
Arabic,493,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,493,Specializes in authentic Mediterranean cuisine with a modern twist.
Indian,493,Specializes in authentic Indian cuisine with a modern twist.
Mediterranean,494,Specializes in authentic Mediterranean cuisine with a modern twist.
Indian,495,Specializes in authentic Indian cuisine with a modern twist.
Arabic,496,Specializes in authentic Arabic cuisine with a modern twist.
Italian,496,Specializes in authentic Italian cuisine with a modern twist.
Egyptian,497,Specializes in authentic Egyptian cuisine with a modern twist.
Italian,497,Specializes in authentic Italian cuisine with a modern twist.
Egyptian,498,Specializes in authentic Egyptian cuisine with a modern twist.
Indian,498,Specializes in authentic Indian cuisine with a modern twist.
Mediterranean,499,Specializes in authentic Mediterranean cuisine with a modern twist.
Indian,499,Specializes in authentic Indian cuisine with a modern twist.
Mediterranean,499,Specializes in authentic Mediterranean cuisine with a modern twist.
Arabic,500,Specializes in authentic Arabic cuisine with a modern twist.
Mediterranean,500,Specializes in authentic Mediterranean cuisine with a modern twist.
